Earth x,Earth y,Earth z,Earth_anomaly x,Earth_anomaly y,Earth_anomaly z
-1299.989545,-234.160773,-730.4398333,-6731.940864,-1471.173567,-3083.362991
-1292.637456,-230.4266127,-744.4130072,-11217.64859,-2431.988936,-5283.597143
-1285.136365,-226.6659064,-758.2952827,-6670.635005,-1434.508197,-3229.329779
-1277.487319,-222.8791201,-772.0850731,-8765.904883,-1869.588879,-4359.598279
-1269.691382,-219.0667221,-785.7808073,-10868.38221,-2298.595339,-5550.32845
-1261.749634,-215.2291831,-799.3809308,-13145.74809,-2756.532587,-6890.557145
-1253.663171,-211.3669751,-812.8839072,-13077.51671,-2718.393463,-7032.85496
-1245.433103,-207.4805726,-826.2882158,-13007.7726,-2679.94004,-7174.291126
-1237.060559,-203.5704523,-839.592351,-7123.3258,-1454.329064,-4027.824502
-1228.54668,-199.6370919,-852.7948275,-12280.12362,-2484.045356,-7116.283426
-1219.892624,-195.6809714,-865.8941746,-10467.77479,-2097.507816,-6214.802608
-1211.099561,-191.7025721,-878.88894,-9780.857337,-1941.021065,-5947.579044
-1202.168676,-187.7023765,-891.7776892,-9297.949958,-1827.057554,-5789.171696
-1193.101171,-183.6808695,-904.5590032,-6279.052376,-1221.445515,-4001.955149
-1183.898257,-179.6385362,-917.2314832,-12478.0571,-2402.374009,-8138.866647
-1174.561163,-175.5758641,-929.7937443,-8721.446778,-1661.459154,-5820.241568
-1165.091127,-171.493341,-942.2444227,-10837.57757,-2042.346793,-7398.15225
-1155.489402,-167.3914561,-954.582171,-9038.015504,-1684.417082,-6309.746137
-1145.757251,-163.2706993,-966.8056603,-7717.071999,-1421.954457,-5508.764243
-1135.895954,-159.1315621,-978.9135785,-6028.303468,-1097.882503,-4399.266809
-1125.906797,-154.9745362,-990.9046318,-7455.500088,-1341.62001,-5561.241051
-1115.791083,-150.8001148,-1002.777544,-5939.171307,-1055.669127,-4527.536769
-1105.550122,-146.6087907,-1014.531059,-10294.0788,-1806.709248,-8018.651821
-1095.185238,-142.4010582,-1026.163936,-8184.459644,-1417.852309,-6513.630067
-1084.697763,-138.1774121,-1037.674953,-8452.502356,-1444.771215,-6872.0112
-1074.089042,-133.938347,-1049.062908,-9385.164993,-1582.164428,-7793.936858
-1063.360429,-129.6843586,-1060.326615,-9214.163922,-1531.3501,-7815.248638
-1052.513289,-125.415943,-1071.464906,-11311.59302,-1852.478194,-9798.113301
-1041.548994,-121.1335956,-1082.476633,-8807.443809,-1420.626846,-7790.488033
-1030.468926,-116.8378125,-1093.360665,-7592.825196,-1205.622882,-6857.768637
-1019.274479,-112.5290906,-1104.115889,-10816.79552,-1689.848631,-9975.058124
-1007.967054,-108.2079262,-1114.74121,-9351.268344,-1436.51036,-8804.437249
-996.5480602,-103.8748156,-1125.235552,-6311.546504,-952.7840435,-6066.833854
-985.0189138,-99.53025476,-1135.597855,-7214.137691,-1069.490312,-7079.310822
-973.3810421,-95.17474038,-1145.82708,-5528.682084,-804.3429634,-5538.56713
-961.6358774,-90.80876803,-1155.922204,-9370.334389,-1336.822359,-9582.815967
-949.784861,-86.43283346,-1165.882223,-7073.088032,-988.7225742,-7384.249131
-937.8294421,-82.04743249,-1175.706149,-5133.293646,-702.4730643,-5470.833947
-925.7710767,-77.6530604,-1185.393013,-10155.59516,-1359.24988,-11049.12391
-913.6112249,-73.25021113,-1194.941866,-7207.375787,-942.52126,-8005.224892
-901.3513567,-68.83937928,-1204.351774,-8684.758412,-1108.448015,-9847.837604
-888.9929478,-64.42105875,-1213.62182,-9815.921544,-1221.280254,-11363.65031
-876.5374785,-59.99574234,-1222.751109,-6823.768949,-826.5571113,-8065.581456
-863.9864371,-55.56392297,-1231.738758,-6940.798748,-817.3511561,-8376.651577
-851.3413156,-51.12609218,-1240.583907,-4798.79535,-548.5427121,-5913.873982
-838.6036135,-46.68274157,-1249.285709,-8934.169784,-989.6317171,-11243.62385
-825.7748335,-42.23436124,-1257.843336,-9228.323271,-988.7121535,-11861.09852
-812.856485,-37.78144108,-1266.255979,-8940.169741,-924.5274147,-11736.538
-799.8500831,-33.32447039,-1274.522843,-8181.978329,-814.8121454,-10972.1393
-786.757144,-28.86393643,-1282.643153,-7046.480864,-674.0260801,-9653.731501
-773.5791918,-24.40032675,-1290.61615,-4513.833441,-413.5198254,-6318.505165
-760.3177539,-19.93412757,-1298.441091,-5930.299295,-518.6206963,-8483.051053
-746.974362,-15.46582419,-1306.117251,-5496.328943,-457.1369932,-8035.642649
-733.5505514,-10.99590089,-1313.643922,-5104.00007,-401.9966495,-7627.846461
-720.0478623,-6.524841132,-1321.020412,-4837.698251,-359.0302244,-7391.791388
-706.4678371,-2.053126955,-1328.246045,-5947.06669,-413.475237,-9292.128554
-692.8120217,2.418760688,-1335.320165,-4963.90889,-321.0935071,-7932.777081
-679.0819673,6.890341357,-1342.242127,-3924.596815,-234.2422246,-6416.217878
-665.2792258,11.36113652,-1349.011307,-7718.429733,-420.7851037,-12912.05646
-651.4053546,15.83066801,-1355.627094,-5749.528018,-282.7014211,-9844.357604
-637.4619116,20.29845963,-1362.088897,-5360.768444,-233.9050204,-9396.889114
-623.4504594,24.76403578,-1368.396136,-3660.600729,-138.7190337,-6571.001682
-609.3725631,29.22692207,-1374.548251,-6489.056071,-207.288415,-11931.93058
-595.2297886,33.68664595,-1380.544697,-3526.21066,-90.85892611,-6643.900823
-581.0237066,38.14273531,-1386.384943,-4912.066646,-95.03771402,-9486.563052
-566.7558873,42.59472031,-1392.068475,-5416.188407,-68.63200729,-10725.58642
-552.427907,47.04213103,-1397.594795,-5160.958369,-29.52553677,-10483.40785
